nProcesso,agrupamento,anoLetivo,ano,escalao,dataNascimento,genero,nacionalidade,linguaMaterna,anoEscMae,distrito,class1P_ingles,class1P_ling_estrang,class1P_portugues,class1P_matematica,class1P_ed_fis,class1P_art_tecn,class1P_cienc_fis_nat,class1P_cienc_soc_huma,class1P_avg,class2P_ingles,class2P_ling_estrang,class2P_portugues,class2P_matematica,class2P_ed_fis,class2P_art_tecn,class2P_cienc_fis_nat,class2P_cienc_soc_huma,class2P_avg,class3P_ingles,class3P_ling_estrang,class3P_portugues,class3P_matematica,class3P_ed_fis,class3P_art_tecn,class3P_cienc_fis_nat,class3P_cienc_soc_huma,class3P_avg,negative_class_ratio_1P,negative_class_ratio_2P,negative_class_ratio_3P,negative_class_ratio_nuclear_1P,negative_class_ratio_not_nuclear_1P,negative_class_ratio_nuclear_2P,negative_class_ratio_not_nuclear_2P,negative_class_ratio_nuclear_3P,negative_class_ratio_not_nuclear_3P,nFaltas_J_total_ingles,nFaltas_J_total_ling_estrang,nFaltas_J_total_matematica,nFaltas_J_total_portugues,nFaltas_J_total_ed_fis,nFaltas_J_total_art_tecn,nFaltas_J_total_cienc_fis_nat,nFaltas_J_total_cienc_soc_huma,nFaltas_J_total,nFaltas_I_total_ingles,nFaltas_I_total_ling_estrang,nFaltas_I_total_matematica,nFaltas_I_total_portugues,nFaltas_I_total_ed_fis,nFaltas_I_total_art_tecn,nFaltas_I_total_cienc_fis_nat,nFaltas_I_total_cienc_soc_huma,nFaltas_I_total,nFaltas_total,per_miss_J_total_ingles,per_miss_J_total_ling_estrang,per_miss_J_total_matematica,per_miss_J_total_portugues,per_miss_J_total_ed_fis,per_miss_J_total_art_tecn,per_miss_J_total_cienc_fis_nat,per_miss_J_total_cienc_soc_huma,per_miss_J_total,per_miss_I_total_ingles,per_miss_I_total_ling_estrang,per_miss_I_total_matematica,per_miss_I_total_portugues,per_miss_I_total_ed_fis,per_miss_I_total_art_tecn,per_miss_I_total_cienc_fis_nat,per_miss_I_total_cienc_soc_huma,per_miss_I_total,per_miss_total,distrito_agrup,teip_agrup,baixa_densidade_agrup
194,A49,2017/2018,7,3,102030,Feminino,Portugal,Portugal,Secundário,Porto,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.5,3.75,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,2.0,0.0,5.0,2.0,22.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.012096774193548387,0.038461538461538464,0.019230769230769232,0.015957446808510637,0.0,0.020053475935828877,0.009615384615384616,0.11541538924558022,0.0,0.012096774193548387,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.021712158808933003,0.13712754805451322,Porto,0,0
195,A49,2017/2018,7,3,42028,Feminino,Portugal,Portugal,Secundário,Porto,4.0,5.0,2.0,4.0,4.0,4.0,4.5,4.5,3.4,3.0,5.0,3.0,2.0,4.0,2.0,4.0,2.5,2.55,4.0,3.0,3.0,2.0,5.0,3.5,4.0,4.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,2.0,2.0,2.0,10.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.015957446808510637,0.036290322580645164,0.04326923076923077,0.009615384615384616,0.015957446808510637,0.015957446808510637,0.040106951871657755,0.019230769230769232,0.19638499949321944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19638499949321944,Porto,0,0
196,A49,2017/2018,7,3,112032,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.6,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,2.8,4.0,3.0,4.0,3.0,2.0,5.0,4.5,4.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012032085561497326,0.0,0.012032085561497326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012032085561497326,Porto,0,0
197,A49,2017/2018,7,1,12003,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,2.0,3.0,1.0,2.0,3.0,5.0,3.0,3.5,3.65,3.0,1.0,1.0,2.0,1.0,3.0,3.5,2.5,2.6,3.0,1.0,2.0,1.0,4.0,4.0,3.0,4.0,2.9,0.5,0.6,0.18181818181818182,1.0,0.375,1.0,0.5,0.5,0.1111111111111111,1.0,4.0,7.0,3.0,5.0,4.0,4.0,4.0,32.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,10.0,42.0,0.007978723404255319,0.04838709677419355,0.03365384615384615,0.014423076923076924,0.0398936170212766,0.031914893617021274,0.016042780748663103,0.019230769230769232,0.21152480387310213,0.0,0.036290322580645164,0.0,0.014423076923076924,0.015957446808510637,0.0,0.004010695187165776,0.004807692307692308,0.0754892338070908,0.28701403768019296,Porto,0,0
198,A49,2017/2018,7,3,72032,Masculino,Portugal,Portugal,Secundário,Porto,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.9,5.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,2.9,4.0,3.0,5.0,4.0,4.0,4.5,3.0,3.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.007978723404255319,0.012096774193548387,0.004807692307692308,0.0,0.0,0.0,0.004010695187165776,0.004807692307692308,0.0337015774003541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337015774003541,Porto,0,0
199,A49,2017/2018,7,3,11992,Feminino,Portugal,Portugal,Secundário,Porto,4.0,5.0,2.0,4.0,3.0,3.0,2.5,2.5,2.7,3.0,3.0,4.0,2.0,2.0,5.0,5.0,2.5,2.65,5.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,Porto,0,0
200,A49,2017/2018,7,1,122002,Masculino,Portugal,Portugal,Básico (1º ciclo),Porto,2.0,2.0,4.0,2.0,4.0,3.0,,,1.625,3.0,3.0,4.0,2.0,4.0,4.0,,,2.75,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.9,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,0.5,0.0,0.0,0.0,5.0,19.0,11.0,12.0,10.0,18.0,9.0,25.0,109.0,1.0,6.0,7.0,14.0,7.0,4.0,19.0,2.0,60.0,169.0,0.0398936170212766,0.22983870967741934,0.052884615384615384,0.057692307692307696,0.0797872340425532,0.14361702127659576,0.03609625668449198,0.1201923076923077,0.7600020694715677,0.007978723404255319,0.07258064516129033,0.03365384615384615,0.0673076923076923,0.05585106382978723,0.031914893617021274,0.07620320855614973,0.009615384615384616,0.355105457645427,1.1151075271169946,Porto,0,0
201,A49,2017/2018,7,3,22020,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,5,5.0,4.0,3.0,3.0,5,5.0,5.0,4.0,3.2,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,0.0,2.0,6.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.007978723404255319,0.012096774193548387,0.028846153846153848,0.02403846153846154,0.0,0.015957446808510637,0.02406417112299465,0.009615384615384616,0.12259711552930899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12259711552930899,Porto,0,0
202,A49,2017/2018,7,3,22015,Feminino,Portugal,Portugal,Secundário,Porto,2.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.6,2.0,5.0,3.0,2.0,3.0,5.0,4.0,4.0,2.6,3.0,5.0,2.0,3.0,5.0,4.5,4.0,3.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.007978723404255319,0.0,0.014423076923076924,0.014423076923076924,0.007978723404255319,0.015957446808510637,0.016042780748663103,0.004807692307692308,0.08161152051953054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08161152051953054,Porto,0,0
203,A49,2017/2018,7,3,72033,Masculino,Portugal,Portugal,Secundário,Porto,4.0,2.0,4.0,3.0,5.0,4.0,1.0,4.0,2.9,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.5,2.95,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.1,0.3,0.2,0.09090909090909091,0.5,0.25,0.5,0.125,0.5,0.0,0.0,0.0,8.0,1.0,0.0,6.0,7.0,3.0,25.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,10.0,35.0,0.0,0.0,0.038461538461538464,0.004807692307692308,0.0,0.047872340425531915,0.02807486631016043,0.014423076923076924,0.13363951442800004,0.007978723404255319,0.0,0.004807692307692308,0.009615384615384616,0.0,0.015957446808510637,0.012032085561497326,0.004807692307692308,0.055199025005032515,0.18883853943303255,Porto,0,0
204,A49,2017/2018,7,2,102020,Feminino,Portugal,Portugal,Licenciatura,Porto,3.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,3.7,1.0,2.0,1.0,2.0,4.0,5.0,2.0,4.0,2.7,2.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,0.3,0.3,0.09090909090909091,1.0,0.125,1.0,0.125,0.0,0.1111111111111111,0.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.012096774193548387,0.004807692307692308,0.0,0.007978723404255319,0.015957446808510637,0.012032085561497326,0.014423076923076924,0.0672957991985809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672957991985809,Porto,0,0
205,A49,2017/2018,7,2,82005,Masculino,Portugal,Portugal,Secundário,Porto,2.0,5.0,1.0,3.0,3.0,4.0,3.0,4.5,2.95,1.0,4.0,1.0,3.0,2.0,2.0,3.0,2.5,2.65,2.0,5.0,3.0,4.0,3.0,3.0,4.0,2.5,3.15,0.2,0.2,0.09090909090909091,0.5,0.125,0.5,0.125,0.5,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,0.012096774193548387,0.009615384615384616,0.004807692307692308,0.0,0.0,0.012032085561497326,0.0,0.038551936678122636,0.0,0.012096774193548387,0.004807692307692308,0.004807692307692308,0.0,0.0,0.004010695187165776,0.004807692307692308,0.030530546303791088,0.06908248298191372,Porto,0,0
206,A49,2017/2018,7,3,81982,Masculino,Portugal,Portugal,Secundário,Porto,4.0,4.0,3.0,5,4.0,4.0,4.5,3.5,4.3,5.0,4.0,5.0,3.0,4.0,5.0,3.5,5.0,4.35,4.0,5.0,4.0,5,5.0,4.0,5,4.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0,0.0,0.004010695187165776,0.004807692307692308,0.018433772110242698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018433772110242698,Porto,0,0
207,A49,2017/2018,7,3,91981,Masculino,Portugal,Portugal,Secundário,Porto,5.0,4.0,2.0,2.0,5,4.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,5.0,5,5,5,5,5.0,3.0,5.0,5,5,4.5,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,7.0,2.0,2.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.007978723404255319,0.04838709677419355,0.004807692307692308,0.03365384615384615,0.015957446808510637,0.015957446808510637,0.004010695187165776,0.0,0.13075294744417437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13075294744417437,Porto,0,0
208,A49,2017/2018,7,3,31997,Feminino,Portugal,Portugal,Licenciatura,Porto,4.0,5.0,4.0,2.0,5,5.0,3.5,5,4.3,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.5,3.3499999999999996,5,5.0,5.0,4.0,5,5.0,4.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,16.0,0.0,0.0,4.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.007978723404255319,0.0967741935483871,0.038461538461538464,0.07692307692307693,0.0,0.0,0.016042780748663103,0.009615384615384616,0.24579569770130552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24579569770130552,Porto,0,0
209,A49,2017/2018,7,3,61991,Feminino,Portugal,Portugal,Básico (1º ciclo),Porto,2.0,3.0,2.0,3.0,4.0,3.0,2.5,2.5,4.1,3.0,4.0,2.0,2.0,4.0,4.0,4.5,4.0,4.25,4.0,3.0,2.0,2.0,3.0,5,4.0,4.0,3.55,0.2,0.1,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.007978723404255319,0.012096774193548387,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.0,0.03930626682857294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03930626682857294,Porto,0,0
210,A49,2017/2018,7,2,61999,Feminino,Portugal,Portugal,Básico (1º ciclo),Porto,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.2,3.0,5,3.0,1.0,4.0,3.0,3.0,2.0,4.3,4.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,3.5,0.2,0.2,0.09090909090909091,1.0,0.0,1.0,0.0,0.5,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,11.0,0.0,0.024193548387096774,0.014423076923076924,0.0,0.0,0.0,0.004010695187165776,0.004807692307692308,0.047435012805031776,0.0,0.024193548387096774,0.0,0.0,0.007978723404255319,0.0,0.0,0.004807692307692308,0.0369799640990444,0.08441497690407618,Porto,0,0
211,A49,2017/2018,7,3,61977,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,2.0,2.0,1.0,1.0,4.0,4.0,2.5,4.0,1.65,3.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0,1.7999999999999998,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.9,0.4,0.3,0.18181818181818182,1.0,0.25,1.0,0.125,0.5,0.1111111111111111,4.0,2.0,7.0,1.0,4.0,6.0,14.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.031914893617021274,0.024193548387096774,0.03365384615384615,0.004807692307692308,0.031914893617021274,0.047872340425531915,0.05614973262032086,0.019230769230769232,0.24973771635929978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24973771635929978,Porto,0,0
212,A49,2017/2018,7,3,102008,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.5,1.85,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.6,2.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,2.8,0.2,0.4,0.2727272727272727,0.0,0.25,0.5,0.375,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.007978723404255319,0.0,0.014423076923076924,0.027209492635024552,0.027209492635024552,Porto,0,0
213,A49,2017/2018,7,3,62006,Masculino,Portugal,Portugal,Formação Desconhecida,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,80.0,87.0,136.0,97.0,37.0,146.0,124.0,757.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39893617021276595,0.967741935483871,0.4182692307692308,0.6538461538461539,0.773936170212766,0.29521276595744683,0.5855614973262032,0.5961538461538461,4.689657769962284,4.689657769962284,Porto,0,0
214,A49,2017/2018,7,3,111999,Feminino,Portugal,Portugal,Formação Desconhecida,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,5.0,6.0,4.0,7.0,8.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.038461538461538464,0.02403846153846154,0.047872340425531915,0.031914893617021274,0.02807486631016043,0.038461538461538464,0.22478108562276272,0.22478108562276272,Porto,0,0
215,A49,2017/2018,7,3,92018,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,3.0,3.0,4.0,4.0,5,3.0,2.5,3.0,3.05,2.0,4.0,3.0,2.0,3.0,2.0,3.5,4.0,1.85,3.0,3.0,2.0,1.0,5,2.5,4.5,3.0,3.0,0.2,0.2,0.18181818181818182,0.0,0.25,0.5,0.125,0.5,0.1111111111111111,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,8.0,16.0,0.0,0.012096774193548387,0.02403846153846154,0.0,0.0,0.0,0.008021390374331552,0.0,0.04415662610634148,0.0,0.024193548387096774,0.009615384615384616,0.004807692307692308,0.0,0.0,0.008021390374331552,0.004807692307692308,0.051445707992197554,0.09560233409853904,Porto,0,0
216,A49,2017/2018,7,3,11985,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,3.0,5.0,3.0,1.0,4.0,3.0,4.0,4.5,2.25,4.0,5.0,2.0,2.0,5.0,3.0,4.0,2.5,2.65,5.0,5.0,4.0,4.0,4.0,3.0,4.5,2.5,3.7,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,3.0,4.0,4.0,3.0,25.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,8.0,33.0,0.015957446808510637,0.012096774193548387,0.03365384615384615,0.004807692307692308,0.023936170212765957,0.031914893617021274,0.016042780748663103,0.014423076923076924,0.15283268096512476,0.0,0.012096774193548387,0.004807692307692308,0.0,0.0,0.031914893617021274,0.008021390374331552,0.0,0.05684075049259352,0.20967343145771827,Porto,0,0
217,A49,2017/2018,7,3,11982,Masculino,Portugal,Portugal,Secundário,Porto,5.0,3.0,3.0,4.0,3.0,2.0,4.0,4.5,4.35,3.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,2.3,5.0,5.0,2.0,2.0,3.0,5.0,4.5,4.0,3.55,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.007978723404255319,0.012096774193548387,0.009615384615384616,0.0,0.0,0.0,0.004010695187165776,0.0,0.0337015774003541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337015774003541,Porto,0,0
218,A49,2017/2018,7,2,61978,Feminino,Portugal,Portugal,Bacharelato,Porto,2.0,4.0,2.0,2.0,3.0,3.0,4.5,3.5,4.3,3.0,3.0,4.0,3.0,3.0,4.0,2.5,4.5,2.1,2.0,5.0,2.0,3.0,3.0,5,3.5,4.0,3.5,0.1,0.1,0.0,0.5,0.0,0.0,0.125,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.007978723404255319,0.012096774193548387,0.004807692307692308,0.009615384615384616,0.015957446808510637,0.015957446808510637,0.012032085561497326,0.009615384615384616,0.08806093831478384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08806093831478384,Porto,0,0
219,A49,2017/2018,7,3,101985,Feminino,Portugal,Portugal,Secundário,Porto,5.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,4.4,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.5,3.15,5.0,4.0,3.0,4.0,5,3.0,2.0,3.0,3.6,0.1,0.2,0.0,0.5,0.0,0.5,0.125,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.007978723404255319,0.024193548387096774,0.0,0.0,0.0,0.0,0.020053475935828877,0.004807692307692308,0.057033440034873276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057033440034873276,Porto,0,0
220,A49,2017/2018,7,2,122010,Feminino,Portugal,Portugal,Licenciatura,Porto,3.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,3.5,2.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,3.5,2.0,4.0,4.0,4.0,3.0,3.5,4.0,3.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,6.0,5.0,2.0,5.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.015957446808510637,0.012096774193548387,0.04326923076923077,0.028846153846153848,0.0398936170212766,0.015957446808510637,0.020053475935828877,0.004807692307692308,0.18088183769075206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18088183769075206,Porto,0,0
221,A49,2017/2018,7,3,111997,Masculino,Portugal,Portugal,Formação Desconhecida,Porto,4.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,3.7,5.0,5.0,5.0,4.0,2.0,4.0,2.5,3.0,2.85,3.0,3.0,5.0,4.0,2.0,5.0,3.5,4.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,4.0,0.0,4.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.015957446808510637,0.024193548387096774,0.02403846153846154,0.009615384615384616,0.031914893617021274,0.0,0.016042780748663103,0.014423076923076924,0.13618559263821486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13618559263821486,Porto,0,0
222,A49,2017/2018,7,3,51997,Masculino,Portugal,Portugal,Mestrado,Porto,4.0,5.0,5.0,5.0,5.0,5,4.5,4.0,3.6500000000000004,5.0,5,5.0,5,4.0,5,4.5,5,3.75,5.0,5,5.0,4.0,5,5.0,5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.007978723404255319,0.012096774193548387,0.004807692307692308,0.0,0.015957446808510637,0.0,0.020053475935828877,0.004807692307692308,0.06570180495752784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06570180495752784,Porto,0,0
223,A49,2017/2018,7,1,21989,Feminino,Portugal,Portugal,Básico (1º ciclo),Porto,2.0,2.0,4.0,2.0,2.0,4.0,,,3.5,2.0,3.0,3.0,3.0,1.0,4.0,,,1.5,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.6,0.5,0.5,0.36363636363636365,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,10.0,24.0,16.0,14.0,14.0,8.0,16.0,16.0,118.0,13.0,15.0,25.0,26.0,35.0,4.0,46.0,21.0,185.0,303.0,0.0797872340425532,0.2903225806451613,0.07692307692307693,0.0673076923076923,0.11170212765957446,0.06382978723404255,0.06417112299465241,0.07692307692307693,0.8309666987298302,0.10372340425531915,0.1814516129032258,0.1201923076923077,0.125,0.27925531914893614,0.031914893617021274,0.18449197860962566,0.10096153846153846,1.1269910546879742,1.9579577534178045,Porto,0,0
224,A49,2017/2018,7,1,52016,Feminino,Portugal,Portugal,Formação Desconhecida,Porto,1.0,2.0,4.0,2.0,2.0,4.0,,,2.75,3.0,4.0,2.0,3.0,2.0,4.0,,,1.875,2.0,3.0,2.0,2.0,4.0,4.0,2.5,3.5,3.2,0.3333333333333333,0.16666666666666666,0.18181818181818182,0.5,0.25,0.5,0.0,0.5,0.1111111111111111,5.0,26.0,22.0,16.0,32.0,12.0,37.0,28.0,178.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,4.0,13.0,191.0,0.0398936170212766,0.31451612903225806,0.10576923076923077,0.07692307692307693,0.2553191489361702,0.09574468085106383,0.1483957219251337,0.1346153846153846,1.1711769900735947,0.0,0.024193548387096774,0.009615384615384616,0.0,0.007978723404255319,0.0,0.016042780748663103,0.019230769230769232,0.07706120638616903,1.2482381964597637,Porto,0,0
225,A49,2017/2018,7,1,62010,Feminino,Portugal,Portugal,Formação Desconhecida,Porto,3.0,5.0,4.0,3.0,5.0,3.0,3.5,3.0,2.25,2.0,4.0,4.0,3.0,3.0,5.0,4.0,2.5,2.15,4.0,5.0,2.0,2.0,5.0,5.0,3.0,4.5,3.25,0.1,0.1,0.09090909090909091,0.5,0.0,0.5,0.0,0.5,0.0,2.0,2.0,10.0,7.0,7.0,0.0,10.0,8.0,46.0,1.0,3.0,5.0,2.0,2.0,0.0,1.0,2.0,16.0,62.0,0.015957446808510637,0.024193548387096774,0.04807692307692308,0.03365384615384615,0.05585106382978723,0.0,0.040106951871657755,0.038461538461538464,0.2563013185893601,0.007978723404255319,0.036290322580645164,0.02403846153846154,0.009615384615384616,0.015957446808510637,0.0,0.004010695187165776,0.009615384615384616,0.10750641874980768,0.3638077373391678,Porto,0,0
